,Unnamed: 0,ideCadastro,codOrcamento,condicao,matricula,idParlamentar,nome,nomeParlamentar,urlFoto,sexo,uf,partido,gabinete,anexo,fone,email,comissoes,qtdPropostas,qtdPresencas,qtdAusencias
467,464,73584,1066.0,Titular,519,5830802,ANTONIO CARLOS DE MENDES THAME,ANTONIO CARLOS MENDES THAME,http://www.camara.gov.br/internet/deputado/bandep/73584.jpg,masculino,SP,PV,626,4,3215-5626,dep.antoniocarlosmendesthame@camara.gov.br,"{u'titular': None, u'suplente': None}",11.0,45.0,3
468,465,146949,2729.0,Suplente,586,5830905,ROSEANE CAVALCANTE DE FREITAS ESTRELA,ROSINHA DA ADEFAL,http://www.camara.gov.br/internet/deputado/bandep/146949.jpg,feminino,AL,AVANTE,412,4,3215-5412,dep.rosinhadaadefal@camara.gov.br,"{u'titular': None, u'suplente': None}",6.0,31.0,17
469,466,178864,3031.0,Titular,92,5830601,JOSE ADAIL CARNEIRO SILVA,ADAIL CARNEIRO,http://www.camara.gov.br/internet/deputado/bandep/178864.jpg,masculino,CE,PP,335,4,3215-5335,dep.adailcarneiro@camara.gov.br,"{u'titular': None, u'suplente': None}",5.0,28.0,20
470,467,160573,2843.0,Titular,455,5830612,JOÃO JOSÉ DE ARRUDA JÚNIOR,JOÃO ARRUDA,http://www.camara.gov.br/internet/deputado/bandep/160573.jpg,masculino,PR,PMDB,633,4,3215-5633,dep.joaoarruda@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,36.0,12
471,468,160572,2721.0,Titular,150,5830621,JORGE WICKS CÔRTE REAL,JORGE CÔRTE REAL,http://www.camara.gov.br/internet/deputado/bandep/160572.jpg,masculino,PE,PTB,621,4,3215-5621,dep.jorgecortereal@camara.gov.br,"{u'titular': None, u'suplente': None}",6.0,37.0,10
472,469,178923,3782.0,Titular,163,5830626,JOSE CAVALCANTI ALVES JUNIOR,ZECA CAVALCANTI,http://www.camara.gov.br/internet/deputado/bandep/178923.jpg,masculino,PE,PTB,318,4,3215-5318,dep.zecacavalcanti@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,37.0,10
473,470,178848,3076.0,Titular,41,5830629,MARIA DA CONCEICAO SAMPAIO MOURA,CONCEIÇÃO SAMPAIO,http://www.camara.gov.br/internet/deputado/bandep/178848.jpg,feminino,AM,PP,515,4,3215-5515,dep.conceicaosampaio@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,42.0,6
474,471,141488,2534.0,Titular,376,5830635,LUIZ PAULO TEIXEIRA FERREIRA,PAULO TEIXEIRA,http://www.camara.gov.br/internet/deputado/bandep/141488.jpg,masculino,SP,PT,281,3,3215-5281,dep.pauloteixeira@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,26.0,21
475,472,178869,3778.0,Titular,108,5830640,VITOR PEREIRA VALIM,VITOR VALIM,http://www.camara.gov.br/internet/deputado/bandep/178869.jpg,masculino,CE,PMDB,545,4,3215-5545,dep.vitorvalim@camara.gov.br,"{u'titular': None, u'suplente': None}",29.0,37.0,10
476,473,4930,2355.0,Titular,160,5830641,SÍLVIO SERAFIM COSTA,SILVIO COSTA,http://www.camara.gov.br/internet/deputado/bandep/4930.jpg,masculino,PE,AVANTE,417,4,3215-5417,dep.silviocosta@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,19.0,28
477,474,178889,3781.0,Titular,86,5830644,JOSÉ CARLOS NUNES JÚNIOR,ZÉ CARLOS,http://www.camara.gov.br/internet/deputado/bandep/178889.jpg,masculino,MA,PT,748,4,3215-5748,dep.zecarlos@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,33.0,14
478,475,160538,2862.0,Titular,499,5830655,ELVINO JOSÉ BOHN GASS,BOHN GASS,http://www.camara.gov.br/internet/deputado/bandep/160538.jpg,masculino,RS,PT,469,3,3215-5469,dep.bohngass@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,33.0,14
479,476,178929,3084.0,Titular,447,5830672,DIEGO ALEXSANDER GONCALO PAULA GARCIA,DIEGO GARCIA,http://www.camara.gov.br/internet/deputado/bandep/178929.jpg,masculino,PR,PHS,745,4,3215-5745,dep.diegogarcia@camara.gov.br,"{u'titular': None, u'suplente': None}",5.0,19.0,29
480,477,160639,2693.0,Titular,67,5830683,MARIA AUXILIADORA SEABRA REZENDE,PROFESSORA DORINHA SEABRA REZENDE,http://www.camara.gov.br/internet/deputado/bandep/160639.jpg,feminino,TO,DEM,432,4,3215-5432,dep.professoradorinhaseabrarezende@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,34.0,12
481,478,74862,1334.0,Titular,317,5830684,MIRO TEIXEIRA,MIRO TEIXEIRA,http://www.camara.gov.br/internet/deputado/bandep/74862.jpg,masculino,RJ,REDE,270,3,3215-5270,dep.miroteixeira@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,47.0,1
482,479,144523,3081.0,Titular,420,5830692,DANIEL ELIAS CARVALHO VILELA,DANIEL VILELA,http://www.camara.gov.br/internet/deputado/bandep/144523.jpg,masculino,GO,PMDB,471,3,3215-5471,dep.danielvilela@camara.gov.br,"{u'titular': None, u'suplente': None}",10.0,27.0,20
483,480,178999,3056.0,Titular,223,5830695,BRUNIELE FERREIRA GOMES,BRUNNY,http://www.camara.gov.br/internet/deputado/bandep/178999.jpg,feminino,MG,PR,260,4,3215-5260,dep.brunny@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,19.0,27
484,481,178838,3072.0,Titular,55,5830698,CARLOS CESAR CORREIA DE MESSIAS,CÉSAR MESSIAS,http://www.camara.gov.br/internet/deputado/bandep/178838.jpg,masculino,AC,PSB,956,4,3215-5956,dep.cesarmessias@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,34.0,11
485,482,73560,3360.0,Titular,391,5830704,SILVIO FRANÇA TORRES,SILVIO TORRES,http://www.camara.gov.br/internet/deputado/bandep/73560.jpg,masculino,SP,PSDB,404,4,3215-5404,dep.silviotorres@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,37.0,10
486,483,160575,2826.0,Titular,407,5830715,ÉRIKA JUCÁ KOKAY,ERIKA KOKAY,http://www.camara.gov.br/internet/deputado/bandep/160575.jpg,feminino,DF,PT,203,4,3215-5203,dep.erikakokay@camara.gov.br,"{u'titular': None, u'suplente': None}",12.0,39.0,8
487,484,74847,1773.0,Titular,302,5830721,JAIR MESSIAS BOLSONARO,JAIR BOLSONARO,http://www.camara.gov.br/internet/deputado/bandep/74847.jpg,masculino,RJ,PSC,482,3,3215-5482,dep.jairbolsonaro@camara.gov.br,"{u'titular': None, u'suplente': None}",5.0,42.0,6
488,485,178879,3704.0,Titular,430,5830727,LUCAS DE CASTRO SANTOS,LUCAS VERGILIO,http://www.camara.gov.br/internet/deputado/bandep/178879.jpg,masculino,GO,SD,816,4,3215-5816,dep.lucasvergilio@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,43.0,4
489,486,166402,2935.0,Titular,431,5830735,MAGDA MOFATTO HON,MAGDA MOFATTO,http://www.camara.gov.br/internet/deputado/bandep/166402.jpg,feminino,GO,PR,934,4,3215-5934,dep.magdamofatto@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,36.0,11
490,487,74535,1257.0,Titular,190,5830741,BENITO DA GAMA SANTOS,BENITO GAMA,http://www.camara.gov.br/internet/deputado/bandep/74535.jpg,masculino,BA,PTB,414,4,3215-5414,dep.benitogama@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,44.0,3
491,488,178833,3039.0,Titular,284,5830747,ALEXANDRE AUGUSTUS SERFIOTIS,ALEXANDRE SERFIOTIS,http://www.camara.gov.br/internet/deputado/bandep/178833.jpg,masculino,RJ,PMDB,554,4,3215-5554,dep.alexandreserfiotis@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,32.0,15
492,489,73433,3135.0,Titular,336,5830761,ARLINDO CHIGNALIA JUNIOR,ARLINDO CHINAGLIA,http://www.camara.gov.br/internet/deputado/bandep/73433.jpg,masculino,SP,PT,4,1,3215-5966,dep.arlindochinaglia@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,26.0,20
493,490,160598,2833.0,Titular,422,5830778,FLÁVIA CARREIRO ALBUQUERQUE MORAIS,FLÁVIA MORAIS,http://www.camara.gov.br/internet/deputado/bandep/160598.jpg,feminino,GO,PDT,738,4,3215-5738,dep.flaviamorais@camara.gov.br,"{u'titular': None, u'suplente': None}",6.0,40.0,8
494,491,160653,2816.0,Titular,385,5830784,ROBERTO ALVES DE LUCENA,ROBERTO DE LUCENA,http://www.camara.gov.br/internet/deputado/bandep/160653.jpg,masculino,SP,PV,235,4,3215-5235,dep.robertodelucena@camara.gov.br,"{u'titular': None, u'suplente': None}",9.0,34.0,13
495,492,178844,3740.0,Titular,172,5830787,PEDRO TORRES BRANDÃO VILELA,PEDRO VILELA,http://www.camara.gov.br/internet/deputado/bandep/178844.jpg,masculino,AL,PSDB,705,4,3215-5705,dep.pedrovilela@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,42.0,6
496,493,74554,3262.0,Titular,203,5830789,JOSÉ ALVES ROCHA,JOSÉ ROCHA,http://www.camara.gov.br/internet/deputado/bandep/74554.jpg,masculino,BA,PR,908,4,3215-5908,dep.joserocha@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,25.0,22
497,494,73441,3160.0,Titular,347,5830790,CELSO UBIRAJARA RUSSOMANNO,CELSO RUSSOMANNO,http://www.camara.gov.br/internet/deputado/bandep/73441.jpg,masculino,SP,PRB,960,4,3215-5960,dep.celsorussomanno@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,37.0,11
498,495,74395,1117.0,Titular,501,5830798,JOSÉ OTÁVIO GERMANO,JOSÉ OTÁVIO GERMANO,http://www.camara.gov.br/internet/deputado/bandep/74395.jpg,masculino,RS,PP,424,4,3215-5424,dep.joseotaviogermano@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,0.0,45
499,496,178965,3685.0,Titular,514,5830412,JOAO DERLY DE OLIVEIRA NUNES JUNIOR,JOÃO DERLY,http://www.camara.gov.br/internet/deputado/bandep/178965.jpg,masculino,RS,REDE,901,4,3215-5901,dep.joaoderly@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,35.0,13
500,497,178967,3689.0,Titular,485,5830661,JOAO PAULO KARAM KLEINUBING,JOÃO PAULO KLEINÜBING,http://www.camara.gov.br/internet/deputado/bandep/178967.jpg,masculino,SC,PSD,703,4,3215-5703,dep.joaopaulokleinubing@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,42.0,6
501,498,74650,1928.0,Titular,222,5830755,BONIFÁCIO JOSÉ TAMM DE ANDRADA,BONIFÁCIO DE ANDRADA,http://www.camara.gov.br/internet/deputado/bandep/74650.jpg,masculino,MG,PSDB,208,4,3215-5208,dep.bonifaciodeandrada@camara.gov.br,"{u'titular': None, u'suplente': None}",7.0,22.0,24
502,499,178887,3758.0,Titular,81,5830306,RUBENS PEREIRA E SILVA JUNIOR,RUBENS PEREIRA JÚNIOR,http://www.camara.gov.br/internet/deputado/bandep/178887.jpg,masculino,MA,PCdoB,574,3,3215-5574,dep.rubenspereirajunior@camara.gov.br,"{u'titular': None, u'suplente': None}",21.0,25.0,22
503,500,73772,3220.0,Titular,448,5830423,HERMES PARCIANELLO,HERMES PARCIANELLO,http://www.camara.gov.br/internet/deputado/bandep/73772.jpg,masculino,PR,PMDB,234,4,3215-5234,dep.hermesparcianello@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,15.0,31
504,501,74749,3297.0,Titular,252,5830615,MAURO RIBEIRO LOPES,MAURO LOPES,http://www.camara.gov.br/internet/deputado/bandep/74749.jpg,masculino,MG,PMDB,844,4,3215-5844,dep.maurolopes@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,33.0,14
505,502,74478,3539.0,Suplente,605,5830924,LUCIANO CALDAS BIVAR,LUCIANO BIVAR,http://www.camara.gov.br/internet/deputado/bandep/74478.jpg,masculino,PE,PSL,525,4,3215-5525,dep.lucianobivar@camara.gov.br,"{u'titular': None, u'suplente': None}",4.0,0.0,1
506,503,167614,2943.0,Suplente,573,5830881,SEVERINO DE SOUZA SILVA,SEVERINO NINHO,http://www.camara.gov.br/internet/deputado/bandep/167614.jpg,masculino,PE,PSB,314,4,3215-5314,dep.severinoninho@camara.gov.br,"{u'titular': None, u'suplente': None}",10.0,42.0,6
507,504,195278,0.0,Suplente,584,5830903,MOISES DINIZ LIMA,MOISÉS DINIZ,http://www.camara.gov.br/internet/deputado/bandep/195278.jpg,masculino,AC,PCdoB,421,4,3215-5421,dep.moisesdiniz@camara.gov.br,"{u'titular': None, u'suplente': None}",6.0,39.0,8
508,505,74277,1599.0,Titular,521,5830804,ANTONIO ADOLPHO LOBBE NETO,LOBBE NETO,http://www.camara.gov.br/internet/deputado/bandep/74277.jpg,masculino,SP,PSDB,275,3,3215-5275,dep.lobbeneto@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,46.0,2
509,506,101309,3812.0,Suplente,525,5830808,DAVIDSON DE MAGALHÃES SANTOS,DAVIDSON MAGALHÃES,http://www.camara.gov.br/internet/deputado/bandep/101309.jpg,masculino,BA,PCdoB,642,4,3215-5642,dep.davidsonmagalhaes@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,40.0,5
510,507,194262,0.0,Suplente,578,5830887,JONES ALEXANDRE MARTINS,JONES MARTINS,http://www.camara.gov.br/internet/deputado/bandep/194262.jpg,masculino,RS,PMDB,927,4,3215-5927,dep.jonesmartins@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,43.0,4
511,508,141560,2545.0,Titular,518,5830801,WALTER SHINDI IIHOSHI,WALTER IHOSHI,http://www.camara.gov.br/internet/deputado/bandep/141560.jpg,masculino,SP,PSD,372,3,3215-5372,dep.walterihoshi@camara.gov.br,"{u'titular': None, u'suplente': None}",4.0,37.0,9
512,509,133374,2075.0,Suplente,520,5830803,ADEMIR CAMILO PRATES RODRIGUES,ADEMIR CAMILO,http://www.camara.gov.br/internet/deputado/bandep/133374.jpg,masculino,MG,PODE,556,4,3215-5556,dep.ademircamilo@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,10.0,6
513,510,160676,2743.0,Titular,523,5830806,FERNANDO DANTAS TORRES,FERNANDO TORRES,http://www.camara.gov.br/internet/deputado/bandep/160676.jpg,masculino,BA,PSD,576,3,3215-5576,dep.fernandotorres@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,0.0,1
514,511,74103,1653.0,Suplente,555,5830847,FRANCISCO ARIOSTO HOLANDA,ARIOSTO HOLANDA,http://www.camara.gov.br/internet/deputado/bandep/74103.jpg,masculino,CE,PDT,522,4,3215-5522,dep.ariostoholanda@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,14.0,31
